#hocc     Hist_00001
-180.000 0.012566667
-174.000 0.010466667
-168.000 0.008046667
-162.000 0.006000000
-156.000 0.003920000
-150.000 0.002926667
-144.000 0.002153333
-138.000 0.002126667
-132.000 0.002046667
-126.000 0.002526667
-120.000 0.003313333
-114.000 0.006186667
-108.000 0.011226667
-102.000 0.019906667
 -96.000 0.036313333
 -90.000 0.056900000
 -84.000 0.072846667
 -78.000 0.073686667
 -72.000 0.058346667
 -66.000 0.037433333
 -60.000 0.022406667
 -54.000 0.013473333
 -48.000 0.008100000
 -42.000 0.004800000
 -36.000 0.002366667
 -30.000 0.001266667
 -24.000 0.000640000
 -18.000 0.000386667
 -12.000 0.000246667
  -6.000 0.000153333
   0.000 0.000120000
   6.000 0.000073333
  12.000 0.000126667
  18.000 0.000073333
  24.000 0.000213333
  30.000 0.000486667
  36.000 0.000926667
  42.000 0.002326667
  48.000 0.005033333
  54.000 0.011166667
  60.000 0.021960000
  66.000 0.038733333
  72.000 0.058793333
  78.000 0.072140000
  84.000 0.072380000
  90.000 0.058660000
  96.000 0.040746667
 102.000 0.025866667
 108.000 0.015033333
 114.000 0.009320000
 120.000 0.006540000
 126.000 0.004913333
 132.000 0.004713333
 138.000 0.005100000
 144.000 0.005660000
 150.000 0.007560000
 156.000 0.009680000
 162.000 0.011653333
 168.000 0.013640000
 174.000 0.013580000
