#hocc     Hist_00001
-180.000 0.007035757
-174.000 0.005669285
-168.000 0.004176765
-162.000 0.003033741
-156.000 0.001996711
-150.000 0.001495385
-144.000 0.001163077
-138.000 0.001085730
-132.000 0.001128701
-126.000 0.001372202
-120.000 0.001821963
-114.000 0.003434802
-108.000 0.006113317
-102.000 0.011060692
 -96.000 0.019884036
 -90.000 0.031606479
 -84.000 0.040257940
 -78.000 0.041667383
 -72.000 0.034809238
 -66.000 0.025739528
 -60.000 0.018855601
 -54.000 0.014289234
 -48.000 0.009923397
 -42.000 0.005815386
 -36.000 0.003197030
 -30.000 0.001630027
 -24.000 0.000747692
 -18.000 0.000386737
 -12.000 0.000194801
  -6.000 0.000111724
   0.000 0.000103130
   6.000 0.000074483
  12.000 0.000068753
  18.000 0.000071618
  24.000 0.000169019
  30.000 0.000355226
  36.000 0.000741963
  42.000 0.001862069
  48.000 0.004552043
  54.000 0.011510453
  60.000 0.026323931
  66.000 0.051146748
  72.000 0.084775721
  78.000 0.108435461
  84.000 0.111672597
  90.000 0.092149516
  96.000 0.063625478
 102.000 0.038785472
 108.000 0.022233108
 114.000 0.013449870
 120.000 0.009000957
 126.000 0.006385466
 132.000 0.005480213
 138.000 0.005127853
 144.000 0.005351301
 150.000 0.006056023
 156.000 0.006929763
 162.000 0.007631620
 168.000 0.008299100
 174.000 0.007926686
