#GLN2-5   Hist_00022
    -180 0.053002000
    -174 0.056308000
    -168 0.056584000
    -162 0.054370000
    -156 0.049574000
    -150 0.043454000
    -144 0.035990000
    -138 0.029230000
    -132 0.022636000
    -126 0.017350000
    -120 0.014172000
    -114 0.012132000
    -108 0.011154000
    -102 0.011270000
     -96 0.012264000
     -90 0.013522000
     -84 0.015046000
     -78 0.015800000
     -72 0.014802000
     -66 0.012724000
     -60 0.010016000
     -54 0.007426000
     -48 0.005414000
     -42 0.003882000
     -36 0.002956000
     -30 0.002346000
     -24 0.001934000
     -18 0.001708000
     -12 0.001622000
      -6 0.001438000
       0 0.001484000
       6 0.001428000
      12 0.001460000
      18 0.001500000
      24 0.001892000
      30 0.002442000
      36 0.003292000
      42 0.004224000
      48 0.006242000
      54 0.008040000
      60 0.009772000
      66 0.011668000
      72 0.012712000
      78 0.013394000
      84 0.013206000
      90 0.012516000
      96 0.012416000
     102 0.011498000
     108 0.011574000
     114 0.010928000
     120 0.011508000
     126 0.012232000
     132 0.013858000
     138 0.016406000
     144 0.019178000
     150 0.024616000
     156 0.030448000
     162 0.037398000
     168 0.043146000
     174 0.049396000
