#ARG107-6  Hist_01130
     -180 0.142284000
     -174 0.103708000
     -168 0.063178000
     -162 0.032250000
     -156 0.013978000
     -150 0.005268000
     -144 0.001884000
     -138 0.000610000
     -132 0.000350000
     -126 0.000520000
     -120 0.000696000
     -114 0.001148000
     -108 0.001634000
     -102 0.001940000
      -96 0.002248000
      -90 0.002134000
      -84 0.001496000
      -78 0.000970000
      -72 0.000482000
      -66 0.000186000
      -60 0.000048000
      -54 0.000014000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000002000
       54 0.000006000
       60 0.000014000
       66 0.000030000
       72 0.000040000
       78 0.000038000
       84 0.000024000
       90 0.000030000
       96 0.000024000
      102 0.000044000
      108 0.000066000
      114 0.000180000
      120 0.000578000
      126 0.001604000
      132 0.004152000
      138 0.010618000
      144 0.023848000
      150 0.048690000
      156 0.085388000
      162 0.125882000
      168 0.157606000
      174 0.164110000
