#LYS20-1  Hist_00210
    -180 0.089638000
    -174 0.045906000
    -168 0.017868000
    -162 0.005556000
    -156 0.001516000
    -150 0.000360000
    -144 0.000034000
    -138 0.000010000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000002000
      66 0.000004000
      72 0.000000000
      78 0.000018000
      84 0.000034000
      90 0.000062000
      96 0.000164000
     102 0.000494000
     108 0.001426000
     114 0.004054000
     120 0.009710000
     126 0.019612000
     132 0.033186000
     138 0.050590000
     144 0.072608000
     150 0.098038000
     156 0.124662000
     162 0.144106000
     168 0.149346000
     174 0.130996000
