#ARG107-5  Hist_01128
     -180 0.232320000
     -174 0.154178000
     -168 0.070090000
     -162 0.023376000
     -156 0.005492000
     -150 0.001174000
     -144 0.000156000
     -138 0.000048000
     -132 0.000002000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000002000
     -102 0.000000000
      -96 0.000006000
      -90 0.000026000
      -84 0.000114000
      -78 0.000232000
      -72 0.000502000
      -66 0.000598000
      -60 0.000520000
      -54 0.000278000
      -48 0.000096000
      -42 0.000030000
      -36 0.000010000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000024000
       42 0.000100000
       48 0.000374000
       54 0.001552000
       60 0.004130000
       66 0.007708000
       72 0.009550000
       78 0.007812000
       84 0.004320000
       90 0.001736000
       96 0.000542000
      102 0.000138000
      108 0.000024000
      114 0.000008000
      120 0.000008000
      126 0.000008000
      132 0.000016000
      138 0.000114000
      144 0.000760000
      150 0.004660000
      156 0.020596000
      162 0.066898000
      168 0.150514000
      174 0.229158000
