#PHE53-0  Hist_00548
    -180 0.000012000
    -174 0.000110000
    -168 0.000628000
    -162 0.002552000
    -156 0.008314000
    -150 0.018490000
    -144 0.030970000
    -138 0.037598000
    -132 0.039098000
    -126 0.036478000
    -120 0.032860000
    -114 0.031786000
    -108 0.034006000
    -102 0.040826000
     -96 0.054512000
     -90 0.076768000
     -84 0.107140000
     -78 0.132340000
     -72 0.134166000
     -66 0.100924000
     -60 0.053760000
     -54 0.020080000
     -48 0.005378000
     -42 0.000990000
     -36 0.000168000
     -30 0.000038000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000002000
     174 0.000006000
