#PHE198-0  Hist_02066
     -180 0.002012000
     -174 0.010830000
     -168 0.035420000
     -162 0.077114000
     -156 0.117648000
     -150 0.136126000
     -144 0.129772000
     -138 0.108280000
     -132 0.082836000
     -126 0.061420000
     -120 0.046158000
     -114 0.037708000
     -108 0.032072000
     -102 0.028722000
      -96 0.025950000
      -90 0.022934000
      -84 0.018438000
      -78 0.013074000
      -72 0.007700000
      -66 0.003574000
      -60 0.001436000
      -54 0.000380000
      -48 0.000090000
      -42 0.000022000
      -36 0.000004000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000002000
      168 0.000024000
      174 0.000254000
