#GLN18-0  Hist_00184
    -180 0.000202000
    -174 0.001402000
    -168 0.005890000
    -162 0.017540000
    -156 0.036302000
    -150 0.056774000
    -144 0.072428000
    -138 0.077778000
    -132 0.072602000
    -126 0.064640000
    -120 0.056672000
    -114 0.053122000
    -108 0.052536000
    -102 0.056204000
     -96 0.062720000
     -90 0.069552000
     -84 0.071922000
     -78 0.065490000
     -72 0.049840000
     -66 0.031104000
     -60 0.015854000
     -54 0.006382000
     -48 0.002268000
     -42 0.000610000
     -36 0.000128000
     -30 0.000028000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000008000
