#GLN58-0  Hist_00608
    -180 0.000000000
    -174 0.000006000
    -168 0.000038000
    -162 0.000294000
    -156 0.001248000
    -150 0.004102000
    -144 0.009560000
    -138 0.017144000
    -132 0.026390000
    -126 0.037212000
    -120 0.050516000
    -114 0.068880000
    -108 0.092242000
    -102 0.121902000
     -96 0.149432000
     -90 0.157566000
     -84 0.133198000
     -78 0.081970000
     -72 0.035720000
     -66 0.010232000
     -60 0.002046000
     -54 0.000286000
     -48 0.000014000
     -42 0.000002000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
