#GLN7-6   Hist_00078
    -180 0.203026000
    -174 0.155504000
    -168 0.091328000
    -162 0.041886000
    -156 0.014936000
    -150 0.004202000
    -144 0.001116000
    -138 0.000192000
    -132 0.000042000
    -126 0.000002000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000002000
     120 0.000000000
     126 0.000020000
     132 0.000156000
     138 0.000780000
     144 0.003408000
     150 0.012510000
     156 0.037140000
     162 0.085002000
     168 0.149556000
     174 0.199192000
