#GLN117-0  Hist_01222
     -180 0.000352000
     -174 0.002628000
     -168 0.011308000
     -162 0.030270000
     -156 0.054024000
     -150 0.075302000
     -144 0.086496000
     -138 0.085582000
     -132 0.079562000
     -126 0.068574000
     -120 0.059414000
     -114 0.053604000
     -108 0.051572000
     -102 0.052332000
      -96 0.056840000
      -90 0.060394000
      -84 0.058980000
      -78 0.048966000
      -72 0.034170000
      -66 0.018632000
      -60 0.007766000
      -54 0.002452000
      -48 0.000580000
      -42 0.000130000
      -36 0.000028000
      -30 0.000002000
      -24 0.000002000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000038000
