#ARG119-6  Hist_01244
     -180 0.149706000
     -174 0.172802000
     -168 0.159480000
     -162 0.117488000
     -156 0.071956000
     -150 0.038096000
     -144 0.018482000
     -138 0.009200000
     -132 0.004514000
     -126 0.002466000
     -120 0.001588000
     -114 0.001192000
     -108 0.001148000
     -102 0.001308000
      -96 0.001810000
      -90 0.002426000
      -84 0.003260000
      -78 0.003984000
      -72 0.003940000
      -66 0.003614000
      -60 0.002764000
      -54 0.001840000
      -48 0.000988000
      -42 0.000428000
      -36 0.000122000
      -30 0.000050000
      -24 0.000010000
      -18 0.000008000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000002000
       24 0.000000000
       30 0.000002000
       36 0.000002000
       42 0.000010000
       48 0.000086000
       54 0.000306000
       60 0.000824000
       66 0.002026000
       72 0.003352000
       78 0.004726000
       84 0.004794000
       90 0.003764000
       96 0.002370000
      102 0.001316000
      108 0.000660000
      114 0.000320000
      120 0.000196000
      126 0.000128000
      132 0.000108000
      138 0.000274000
      144 0.000930000
      150 0.003298000
      156 0.010008000
      162 0.026096000
      168 0.057108000
      174 0.102624000
