#VAL132-0  Hist_01372
     -180 0.000000000
     -174 0.000010000
     -168 0.000082000
     -162 0.000616000
     -156 0.003528000
     -150 0.012378000
     -144 0.031504000
     -138 0.059610000
     -132 0.090530000
     -126 0.113664000
     -120 0.125484000
     -114 0.128488000
     -108 0.121736000
     -102 0.107234000
      -96 0.086302000
      -90 0.060074000
      -84 0.034842000
      -78 0.016166000
      -72 0.005836000
      -66 0.001566000
      -60 0.000296000
      -54 0.000052000
      -48 0.000002000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
