#LEU213-0  Hist_02266
     -180 0.000002000
     -174 0.000002000
     -168 0.000020000
     -162 0.000074000
     -156 0.000222000
     -150 0.000614000
     -144 0.001742000
     -138 0.004198000
     -132 0.008194000
     -126 0.013928000
     -120 0.021656000
     -114 0.032574000
     -108 0.048862000
     -102 0.074282000
      -96 0.109848000
      -90 0.148760000
      -84 0.173792000
      -78 0.159138000
      -72 0.111742000
      -66 0.058858000
      -60 0.022886000
      -54 0.006834000
      -48 0.001450000
      -42 0.000260000
      -36 0.000052000
      -30 0.000010000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
