#ASP54-3  Hist_00560
    -180 0.007436000
    -174 0.008340000
    -168 0.007424000
    -162 0.005542000
    -156 0.003088000
    -150 0.001548000
    -144 0.000676000
    -138 0.000264000
    -132 0.000204000
    -126 0.000146000
    -120 0.000170000
    -114 0.000256000
    -108 0.000824000
    -102 0.003116000
     -96 0.012686000
     -90 0.043470000
     -84 0.116982000
     -78 0.216508000
     -72 0.257036000
     -66 0.187912000
     -60 0.085302000
     -54 0.024550000
     -48 0.004768000
     -42 0.000700000
     -36 0.000088000
     -30 0.000012000
     -24 0.000002000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000002000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000004000
     126 0.000000000
     132 0.000000000
     138 0.000002000
     144 0.000026000
     150 0.000108000
     156 0.000450000
     162 0.001436000
     168 0.003396000
     174 0.005524000
