#PHE86-0  Hist_00886
    -180 0.000008000
    -174 0.000060000
    -168 0.000304000
    -162 0.001176000
    -156 0.002870000
    -150 0.005176000
    -144 0.007202000
    -138 0.008692000
    -132 0.010444000
    -126 0.013812000
    -120 0.019748000
    -114 0.028258000
    -108 0.041300000
    -102 0.061458000
     -96 0.088456000
     -90 0.123328000
     -84 0.154542000
     -78 0.163200000
     -72 0.136444000
     -66 0.083850000
     -60 0.036174000
     -54 0.010778000
     -48 0.002278000
     -42 0.000356000
     -36 0.000080000
     -30 0.000004000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000002000
