#LEU83-0  Hist_00860
    -180 0.000000000
    -174 0.000000000
    -168 0.000008000
    -162 0.000028000
    -156 0.000170000
    -150 0.000602000
    -144 0.001532000
    -138 0.003910000
    -132 0.009584000
    -126 0.023120000
    -120 0.046834000
    -114 0.080404000
    -108 0.114934000
    -102 0.141112000
     -96 0.153726000
     -90 0.148564000
     -84 0.126308000
     -78 0.086296000
     -72 0.043562000
     -66 0.015166000
     -60 0.003544000
     -54 0.000550000
     -48 0.000040000
     -42 0.000006000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
