#ASP208-3  Hist_02214
     -180 0.000774000
     -174 0.001918000
     -168 0.003668000
     -162 0.005066000
     -156 0.005600000
     -150 0.004956000
     -144 0.004074000
     -138 0.002906000
     -132 0.002188000
     -126 0.002270000
     -120 0.002682000
     -114 0.003984000
     -108 0.007150000
     -102 0.015990000
      -96 0.037094000
      -90 0.082040000
      -84 0.147318000
      -78 0.201810000
      -72 0.200690000
      -66 0.146386000
      -60 0.076416000
      -54 0.030744000
      -48 0.010332000
      -42 0.002668000
      -36 0.000682000
      -30 0.000128000
      -24 0.000020000
      -18 0.000006000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000010000
      168 0.000084000
      174 0.000346000
