#LEU82-0  Hist_00850
    -180 0.000000000
    -174 0.000004000
    -168 0.000022000
    -162 0.000404000
    -156 0.002814000
    -150 0.011822000
    -144 0.033798000
    -138 0.072140000
    -132 0.117986000
    -126 0.153410000
    -120 0.168458000
    -114 0.156882000
    -108 0.123842000
    -102 0.081484000
     -96 0.045204000
     -90 0.020988000
     -84 0.007934000
     -78 0.002196000
     -72 0.000530000
     -66 0.000072000
     -60 0.000008000
     -54 0.000002000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
