#ASP147-3  Hist_01546
     -180 0.000840000
     -174 0.001270000
     -168 0.001470000
     -162 0.001028000
     -156 0.000626000
     -150 0.000336000
     -144 0.000128000
     -138 0.000078000
     -132 0.000040000
     -126 0.000024000
     -120 0.000030000
     -114 0.000050000
     -108 0.000216000
     -102 0.000806000
      -96 0.004108000
      -90 0.017994000
      -84 0.061868000
      -78 0.146998000
      -72 0.234732000
      -66 0.242796000
      -60 0.167022000
      -54 0.079810000
      -48 0.027652000
      -42 0.007280000
      -36 0.001700000
      -30 0.000326000
      -24 0.000078000
      -18 0.000018000
      -12 0.000008000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000002000
      150 0.000006000
      156 0.000016000
      162 0.000044000
      168 0.000184000
      174 0.000416000
