#GLN7-3   Hist_00072
    -180 0.005924000
    -174 0.004588000
    -168 0.003122000
    -162 0.001776000
    -156 0.000926000
    -150 0.000406000
    -144 0.000194000
    -138 0.000204000
    -132 0.000180000
    -126 0.000444000
    -120 0.001128000
    -114 0.002398000
    -108 0.003406000
    -102 0.004078000
     -96 0.006442000
     -90 0.014286000
     -84 0.034210000
     -78 0.073254000
     -72 0.128262000
     -66 0.174798000
     -60 0.167370000
     -54 0.109046000
     -48 0.051244000
     -42 0.018984000
     -36 0.006236000
     -30 0.001862000
     -24 0.000498000
     -18 0.000146000
     -12 0.000076000
      -6 0.000020000
       0 0.000024000
       6 0.000020000
      12 0.000030000
      18 0.000096000
      24 0.000178000
      30 0.000456000
      36 0.001602000
      42 0.005182000
      48 0.013588000
      54 0.025906000
      60 0.035524000
      66 0.035142000
      72 0.025994000
      78 0.015114000
      84 0.006948000
      90 0.002132000
      96 0.000492000
     102 0.000102000
     108 0.000028000
     114 0.000008000
     120 0.000012000
     126 0.000016000
     132 0.000030000
     138 0.000086000
     144 0.000290000
     150 0.000746000
     156 0.001590000
     162 0.002900000
     168 0.004488000
     174 0.005768000
