#PHE198-4  Hist_02074
     -180 0.002020000
     -174 0.002950000
     -168 0.003998000
     -162 0.005256000
     -156 0.006200000
     -150 0.006654000
     -144 0.006516000
     -138 0.006144000
     -132 0.006228000
     -126 0.008720000
     -120 0.014368000
     -114 0.024762000
     -108 0.038898000
     -102 0.053510000
      -96 0.063096000
      -90 0.063924000
      -84 0.052454000
      -78 0.033318000
      -72 0.016264000
      -66 0.006448000
      -60 0.002406000
      -54 0.001224000
      -48 0.000906000
      -42 0.000794000
      -36 0.000828000
      -30 0.000784000
      -24 0.000860000
      -18 0.000964000
      -12 0.001186000
       -6 0.001594000
        0 0.002214000
        6 0.003470000
       12 0.005114000
       18 0.006826000
       24 0.008512000
       30 0.009518000
       36 0.009760000
       42 0.008994000
       48 0.007798000
       54 0.008222000
       60 0.013068000
       66 0.026512000
       72 0.048670000
       78 0.071930000
       84 0.084606000
       90 0.082288000
       96 0.066806000
      102 0.046514000
      108 0.026942000
      114 0.012920000
      120 0.005434000
      126 0.002422000
      132 0.001206000
      138 0.001016000
      144 0.000862000
      150 0.000894000
      156 0.000900000
      162 0.000890000
      168 0.000994000
      174 0.001424000
