#LYS154-0  Hist_01606
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000010000
     -156 0.000046000
     -150 0.000216000
     -144 0.000858000
     -138 0.002218000
     -132 0.005154000
     -126 0.009020000
     -120 0.015636000
     -114 0.027280000
     -108 0.046904000
     -102 0.079302000
      -96 0.122414000
      -90 0.168248000
      -84 0.189176000
      -78 0.163162000
      -72 0.104334000
      -66 0.046844000
      -60 0.015216000
      -54 0.003378000
      -48 0.000516000
      -42 0.000068000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
