#LYS55-0  Hist_00568
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000008000
    -156 0.000052000
    -150 0.000234000
    -144 0.000766000
    -138 0.001906000
    -132 0.003812000
    -126 0.007402000
    -120 0.013052000
    -114 0.022306000
    -108 0.040432000
    -102 0.071536000
     -96 0.116040000
     -90 0.165318000
     -84 0.191282000
     -78 0.172776000
     -72 0.114652000
     -66 0.054520000
     -60 0.018496000
     -54 0.004442000
     -48 0.000812000
     -42 0.000130000
     -36 0.000020000
     -30 0.000006000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
