#LYS119-1  Hist_01248
     -180 0.091388000
     -174 0.052982000
     -168 0.022552000
     -162 0.008122000
     -156 0.002132000
     -150 0.000502000
     -144 0.000104000
     -138 0.000014000
     -132 0.000004000
     -126 0.000000000
     -120 0.000000000
     -114 0.000000000
     -108 0.000000000
     -102 0.000000000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000002000
       84 0.000000000
       90 0.000012000
       96 0.000034000
      102 0.000126000
      108 0.000482000
      114 0.001376000
      120 0.003920000
      126 0.009724000
      132 0.021560000
      138 0.043118000
      144 0.075194000
      150 0.111726000
      156 0.139128000
      162 0.148114000
      168 0.142512000
      174 0.125172000
