#LYS119-6  Hist_01258
     -180 0.099714000
     -174 0.085070000
     -168 0.062220000
     -162 0.040982000
     -156 0.024554000
     -150 0.013770000
     -144 0.007612000
     -138 0.004888000
     -132 0.003334000
     -126 0.002746000
     -120 0.003044000
     -114 0.003670000
     -108 0.005700000
     -102 0.009178000
      -96 0.015812000
      -90 0.025388000
      -84 0.037060000
      -78 0.044804000
      -72 0.044578000
      -66 0.035708000
      -60 0.022092000
      -54 0.010782000
      -48 0.004344000
      -42 0.001390000
      -36 0.000398000
      -30 0.000104000
      -24 0.000028000
      -18 0.000012000
      -12 0.000000000
       -6 0.000006000
        0 0.000016000
        6 0.000014000
       12 0.000016000
       18 0.000056000
       24 0.000164000
       30 0.000512000
       36 0.001478000
       42 0.003620000
       48 0.007754000
       54 0.012540000
       60 0.015826000
       66 0.015970000
       72 0.013314000
       78 0.009682000
       84 0.005736000
       90 0.003202000
       96 0.001942000
      102 0.001156000
      108 0.000826000
      114 0.000680000
      120 0.000694000
      126 0.000952000
      132 0.001662000
      138 0.003008000
      144 0.006806000
      150 0.014924000
      156 0.031140000
      162 0.055926000
      168 0.082456000
      174 0.098940000
