#GLY73-1  Hist_00772
    -180 0.091460000
    -174 0.137530000
    -168 0.169884000
    -162 0.171392000
    -156 0.143184000
    -150 0.098340000
    -144 0.055644000
    -138 0.025974000
    -132 0.009920000
    -126 0.003248000
    -120 0.000974000
    -114 0.000222000
    -108 0.000064000
    -102 0.000018000
     -96 0.000014000
     -90 0.000006000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000006000
     120 0.000012000
     126 0.000022000
     132 0.000090000
     138 0.000288000
     144 0.000646000
     150 0.001806000
     156 0.004272000
     162 0.010450000
     168 0.023780000
     174 0.050754000
