#LYS142-0  Hist_01486
     -180 0.000048000
     -174 0.000490000
     -168 0.002838000
     -162 0.011452000
     -156 0.032270000
     -150 0.066334000
     -144 0.103446000
     -138 0.128076000
     -132 0.132678000
     -126 0.119446000
     -120 0.101012000
     -114 0.083594000
     -108 0.066976000
     -102 0.053402000
      -96 0.040372000
      -90 0.027554000
      -84 0.016906000
      -78 0.008400000
      -72 0.003414000
      -66 0.001024000
      -60 0.000218000
      -54 0.000038000
      -48 0.000008000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000004000
