#LYS142-3  Hist_01492
     -180 0.025568000
     -174 0.027280000
     -168 0.022586000
     -162 0.013790000
     -156 0.006818000
     -150 0.002904000
     -144 0.001186000
     -138 0.000556000
     -132 0.000318000
     -126 0.000342000
     -120 0.000434000
     -114 0.000796000
     -108 0.001436000
     -102 0.003398000
      -96 0.007846000
      -90 0.018894000
      -84 0.039782000
      -78 0.067836000
      -72 0.089294000
      -66 0.086628000
      -60 0.061008000
      -54 0.033164000
      -48 0.014378000
      -42 0.005412000
      -36 0.001890000
      -30 0.000680000
      -24 0.000260000
      -18 0.000094000
      -12 0.000056000
       -6 0.000040000
        0 0.000036000
        6 0.000030000
       12 0.000062000
       18 0.000190000
       24 0.000514000
       30 0.001374000
       36 0.004222000
       42 0.012122000
       48 0.029798000
       54 0.062120000
       60 0.095208000
       66 0.098702000
       72 0.068072000
       78 0.032734000
       84 0.011816000
       90 0.003530000
       96 0.001036000
      102 0.000264000
      108 0.000102000
      114 0.000028000
      120 0.000026000
      126 0.000020000
      132 0.000080000
      138 0.000174000
      144 0.000490000
      150 0.001160000
      156 0.002996000
      162 0.006448000
      168 0.012328000
      174 0.019644000
