#LYS144-4  Hist_01522
     -180 0.077982000
     -174 0.058858000
     -168 0.039528000
     -162 0.023218000
     -156 0.011008000
     -150 0.004702000
     -144 0.001990000
     -138 0.000772000
     -132 0.000530000
     -126 0.000338000
     -120 0.000280000
     -114 0.000344000
     -108 0.000426000
     -102 0.000698000
      -96 0.001456000
      -90 0.003914000
      -84 0.012062000
      -78 0.030228000
      -72 0.053556000
      -66 0.058358000
      -60 0.037646000
      -54 0.015608000
      -48 0.004194000
      -42 0.000828000
      -36 0.000128000
      -30 0.000026000
      -24 0.000002000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000008000
       24 0.000056000
       30 0.000320000
       36 0.001446000
       42 0.005964000
       48 0.017160000
       54 0.034512000
       60 0.050144000
       66 0.049034000
       72 0.034456000
       78 0.017362000
       84 0.007134000
       90 0.002448000
       96 0.000956000
      102 0.000446000
      108 0.000246000
      114 0.000250000
      120 0.000334000
      126 0.000552000
      132 0.001332000
      138 0.003582000
      144 0.009378000
      150 0.022334000
      156 0.045198000
      162 0.072392000
      168 0.091956000
      174 0.092320000
