#PHE53-4  Hist_00556
    -180 0.000514000
    -174 0.000346000
    -168 0.000316000
    -162 0.000346000
    -156 0.000358000
    -150 0.000518000
    -144 0.000844000
    -138 0.001674000
    -132 0.003270000
    -126 0.007122000
    -120 0.014776000
    -114 0.027920000
    -108 0.048372000
    -102 0.066580000
     -96 0.073288000
     -90 0.066068000
     -84 0.049166000
     -78 0.031970000
     -72 0.019102000
     -66 0.010910000
     -60 0.006826000
     -54 0.004070000
     -48 0.002640000
     -42 0.001882000
     -36 0.001394000
     -30 0.001182000
     -24 0.000964000
     -18 0.000764000
     -12 0.000640000
      -6 0.000536000
       0 0.000478000
       6 0.000356000
      12 0.000386000
      18 0.000406000
      24 0.000382000
      30 0.000656000
      36 0.000934000
      42 0.001884000
      48 0.003616000
      54 0.007036000
      60 0.014832000
      66 0.029560000
      72 0.054772000
      78 0.081960000
      84 0.094772000
      90 0.085768000
      96 0.063684000
     102 0.042048000
     108 0.026066000
     114 0.015944000
     120 0.009890000
     126 0.006304000
     132 0.003978000
     138 0.002670000
     144 0.002038000
     150 0.001594000
     156 0.001244000
     162 0.000990000
     168 0.000750000
     174 0.000644000
