#LYS55-3  Hist_00574
    -180 0.046706000
    -174 0.059130000
    -168 0.053588000
    -162 0.036720000
    -156 0.018820000
    -150 0.008080000
    -144 0.003026000
    -138 0.001144000
    -132 0.000486000
    -126 0.000316000
    -120 0.000264000
    -114 0.000408000
    -108 0.000994000
    -102 0.002884000
     -96 0.009584000
     -90 0.028208000
     -84 0.069140000
     -78 0.123570000
     -72 0.159138000
     -66 0.140356000
     -60 0.088168000
     -54 0.040450000
     -48 0.014832000
     -42 0.004788000
     -36 0.001256000
     -30 0.000372000
     -24 0.000112000
     -18 0.000030000
     -12 0.000020000
      -6 0.000002000
       0 0.000010000
       6 0.000006000
      12 0.000008000
      18 0.000018000
      24 0.000058000
      30 0.000154000
      36 0.000488000
      42 0.001216000
      48 0.002796000
      54 0.005180000
      60 0.008238000
      66 0.009414000
      72 0.007692000
      78 0.004690000
      84 0.002202000
      90 0.000878000
      96 0.000270000
     102 0.000082000
     108 0.000032000
     114 0.000026000
     120 0.000004000
     126 0.000010000
     132 0.000010000
     138 0.000034000
     144 0.000088000
     150 0.000276000
     156 0.001022000
     162 0.003930000
     168 0.011604000
     174 0.026972000
