#LYS144-0  Hist_01514
     -180 0.003500000
     -174 0.018110000
     -168 0.060422000
     -162 0.129836000
     -156 0.191728000
     -150 0.206702000
     -144 0.166108000
     -138 0.105304000
     -132 0.054968000
     -126 0.026154000
     -120 0.012344000
     -114 0.006280000
     -108 0.003658000
     -102 0.002618000
      -96 0.002098000
      -90 0.002008000
      -84 0.001904000
      -78 0.001812000
      -72 0.001732000
      -66 0.001178000
      -60 0.000700000
      -54 0.000262000
      -48 0.000082000
      -42 0.000030000
      -36 0.000006000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000002000
      168 0.000040000
      174 0.000414000
