#LYS140-0  Hist_01460
     -180 0.000016000
     -174 0.000140000
     -168 0.000664000
     -162 0.002174000
     -156 0.004400000
     -150 0.006890000
     -144 0.009104000
     -138 0.010092000
     -132 0.010544000
     -126 0.010864000
     -120 0.012044000
     -114 0.014874000
     -108 0.020966000
     -102 0.032134000
      -96 0.053492000
      -90 0.087862000
      -84 0.132434000
      -78 0.168290000
      -72 0.170918000
      -66 0.133658000
      -60 0.075428000
      -54 0.030854000
      -48 0.009270000
      -42 0.002294000
      -36 0.000498000
      -30 0.000072000
      -24 0.000014000
      -18 0.000006000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000004000
