#LYS169-0  Hist_01774
     -180 0.000000000
     -174 0.000004000
     -168 0.000060000
     -162 0.000232000
     -156 0.000764000
     -150 0.002168000
     -144 0.004504000
     -138 0.007412000
     -132 0.011072000
     -126 0.014866000
     -120 0.020920000
     -114 0.030204000
     -108 0.047390000
     -102 0.072976000
      -96 0.107918000
      -90 0.146154000
      -84 0.169696000
      -78 0.159934000
      -72 0.113858000
      -66 0.059806000
      -60 0.022478000
      -54 0.006154000
      -48 0.001228000
      -42 0.000180000
      -36 0.000016000
      -30 0.000006000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
