#LYS142-7  Hist_01500
     -180 0.054452000
     -174 0.044720000
     -168 0.031010000
     -162 0.017834000
     -156 0.009482000
     -150 0.004842000
     -144 0.002298000
     -138 0.001242000
     -132 0.000798000
     -126 0.000642000
     -120 0.000626000
     -114 0.000858000
     -108 0.001324000
     -102 0.002414000
      -96 0.004914000
      -90 0.009942000
      -84 0.018726000
      -78 0.031092000
      -72 0.044748000
      -66 0.053502000
      -60 0.052252000
      -54 0.043350000
      -48 0.029656000
      -42 0.017344000
      -36 0.009184000
      -30 0.004692000
      -24 0.002310000
      -18 0.001324000
      -12 0.000780000
       -6 0.000630000
        0 0.000654000
        6 0.000834000
       12 0.001202000
       18 0.002422000
       24 0.004752000
       30 0.009202000
       36 0.017888000
       42 0.029686000
       48 0.043194000
       54 0.053724000
       60 0.054642000
       66 0.044948000
       72 0.031082000
       78 0.018452000
       84 0.009860000
       90 0.004784000
       96 0.002504000
      102 0.001358000
      108 0.000898000
      114 0.000672000
      120 0.000606000
      126 0.000824000
      132 0.001298000
      138 0.002544000
      144 0.004934000
      150 0.009632000
      156 0.018400000
      162 0.031356000
      168 0.045774000
      174 0.054886000
