#LYS119-0  Hist_01246
     -180 0.001512000
     -174 0.009102000
     -168 0.033532000
     -162 0.083426000
     -156 0.150926000
     -150 0.201814000
     -144 0.196848000
     -138 0.141888000
     -132 0.082364000
     -126 0.042528000
     -120 0.021334000
     -114 0.011824000
     -108 0.006798000
     -102 0.004524000
      -96 0.003370000
      -90 0.002534000
      -84 0.002088000
      -78 0.001550000
      -72 0.001024000
      -66 0.000512000
      -60 0.000208000
      -54 0.000072000
      -48 0.000018000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000002000
      168 0.000016000
      174 0.000186000
