#LYS45-0  Hist_00476
    -180 0.004662000
    -174 0.022210000
    -168 0.069786000
    -162 0.141192000
    -156 0.200374000
    -150 0.208064000
    -144 0.161992000
    -138 0.098232000
    -132 0.049076000
    -126 0.022272000
    -120 0.009812000
    -114 0.004380000
    -108 0.002234000
    -102 0.001354000
     -96 0.000984000
     -90 0.000726000
     -84 0.000574000
     -78 0.000524000
     -72 0.000408000
     -66 0.000290000
     -60 0.000150000
     -54 0.000046000
     -48 0.000020000
     -42 0.000002000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000002000
     168 0.000036000
     174 0.000598000
