#LYS45-1  Hist_00478
    -180 0.051712000
    -174 0.019644000
    -168 0.005364000
    -162 0.001190000
    -156 0.000206000
    -150 0.000024000
    -144 0.000004000
    -138 0.000000000
    -132 0.000000000
    -126 0.000000000
    -120 0.000000000
    -114 0.000000000
    -108 0.000000000
    -102 0.000000000
     -96 0.000000000
     -90 0.000000000
     -84 0.000000000
     -78 0.000000000
     -72 0.000000000
     -66 0.000000000
     -60 0.000000000
     -54 0.000000000
     -48 0.000000000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000002000
      12 0.000000000
      18 0.000002000
      24 0.000000000
      30 0.000000000
      36 0.000002000
      42 0.000004000
      48 0.000004000
      54 0.000012000
      60 0.000012000
      66 0.000036000
      72 0.000036000
      78 0.000024000
      84 0.000046000
      90 0.000112000
      96 0.000326000
     102 0.000992000
     108 0.002672000
     114 0.007122000
     120 0.015240000
     126 0.029236000
     132 0.050158000
     138 0.073918000
     144 0.099386000
     150 0.124192000
     156 0.139672000
     162 0.146420000
     168 0.134246000
     174 0.097984000
