#LYS119-3  Hist_01252
     -180 0.011770000
     -174 0.014854000
     -168 0.015622000
     -162 0.014994000
     -156 0.011748000
     -150 0.007796000
     -144 0.004634000
     -138 0.002698000
     -132 0.001900000
     -126 0.001588000
     -120 0.001696000
     -114 0.002460000
     -108 0.004292000
     -102 0.009012000
      -96 0.020662000
      -90 0.043550000
      -84 0.078674000
      -78 0.117892000
      -72 0.141420000
      -66 0.130928000
      -60 0.091942000
      -54 0.049644000
      -48 0.021706000
      -42 0.008706000
      -36 0.003166000
      -30 0.001244000
      -24 0.000520000
      -18 0.000202000
      -12 0.000098000
       -6 0.000074000
        0 0.000058000
        6 0.000050000
       12 0.000054000
       18 0.000128000
       24 0.000330000
       30 0.000978000
       36 0.002706000
       42 0.007396000
       48 0.017692000
       54 0.032922000
       60 0.042342000
       66 0.035520000
       72 0.020464000
       78 0.007750000
       84 0.002090000
       90 0.000494000
       96 0.000128000
      102 0.000038000
      108 0.000010000
      114 0.000004000
      120 0.000002000
      126 0.000006000
      132 0.000002000
      138 0.000016000
      144 0.000022000
      150 0.000076000
      156 0.000376000
      162 0.001304000
      168 0.003832000
      174 0.007718000
