#LEU63-0  Hist_00644
    -180 0.000004000
    -174 0.000034000
    -168 0.000156000
    -162 0.000716000
    -156 0.002348000
    -150 0.005236000
    -144 0.009556000
    -138 0.014990000
    -132 0.020394000
    -126 0.025808000
    -120 0.031314000
    -114 0.036568000
    -108 0.044074000
    -102 0.055718000
     -96 0.072852000
     -90 0.098206000
     -84 0.127514000
     -78 0.147690000
     -72 0.139006000
     -66 0.098632000
     -60 0.048376000
     -54 0.016336000
     -48 0.003814000
     -42 0.000604000
     -36 0.000050000
     -30 0.000002000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
