#ARG131-6  Hist_01368
     -180 0.000000000
     -174 0.000000000
     -168 0.000008000
     -162 0.000010000
     -156 0.000034000
     -150 0.000068000
     -144 0.000222000
     -138 0.000730000
     -132 0.002684000
     -126 0.008094000
     -120 0.020438000
     -114 0.041288000
     -108 0.073282000
     -102 0.113694000
      -96 0.160062000
      -90 0.195518000
      -84 0.183452000
      -78 0.121702000
      -72 0.056646000
      -66 0.017644000
      -60 0.003766000
      -54 0.000560000
      -48 0.000088000
      -42 0.000010000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
