#GLN160-0  Hist_01680
     -180 0.000026000
     -174 0.000282000
     -168 0.001120000
     -162 0.003402000
     -156 0.006882000
     -150 0.011572000
     -144 0.015662000
     -138 0.017932000
     -132 0.017870000
     -126 0.016732000
     -120 0.016638000
     -114 0.018442000
     -108 0.023944000
     -102 0.034930000
      -96 0.055354000
      -90 0.088026000
      -84 0.130486000
      -78 0.164276000
      -72 0.162926000
      -66 0.120026000
      -60 0.062910000
      -54 0.023268000
      -48 0.005892000
      -42 0.001170000
      -36 0.000200000
      -30 0.000026000
      -24 0.000002000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000004000
