#LEU82-0  Hist_00850
    -180 0.000000000
    -174 0.000000000
    -168 0.000004000
    -162 0.000022000
    -156 0.000304000
    -150 0.001974000
    -144 0.008518000
    -138 0.026372000
    -132 0.059210000
    -126 0.105782000
    -120 0.147978000
    -114 0.171964000
    -108 0.167766000
    -102 0.137292000
     -96 0.092038000
     -90 0.050338000
     -84 0.021474000
     -78 0.007032000
     -72 0.001628000
     -66 0.000274000
     -60 0.000026000
     -54 0.000002000
     -48 0.000002000
     -42 0.000000000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
