#LYS136-0  Hist_01410
     -180 0.000002000
     -174 0.000028000
     -168 0.000228000
     -162 0.000948000
     -156 0.003442000
     -150 0.009084000
     -144 0.018872000
     -138 0.032294000
     -132 0.045040000
     -126 0.057808000
     -120 0.072496000
     -114 0.089564000
     -108 0.107444000
     -102 0.121940000
      -96 0.127874000
      -90 0.118400000
      -84 0.093168000
      -78 0.058700000
      -72 0.028478000
      -66 0.010642000
      -60 0.002826000
      -54 0.000624000
      -48 0.000092000
      -42 0.000004000
      -36 0.000002000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
