#PHE109-3  Hist_01138
     -180 0.243336000
     -174 0.272000000
     -168 0.180590000
     -162 0.076200000
     -156 0.022186000
     -150 0.005286000
     -144 0.001208000
     -138 0.000342000
     -132 0.000154000
     -126 0.000092000
     -120 0.000100000
     -114 0.000124000
     -108 0.000136000
     -102 0.000282000
      -96 0.000532000
      -90 0.000788000
      -84 0.001372000
      -78 0.001752000
      -72 0.001502000
      -66 0.000866000
      -60 0.000362000
      -54 0.000110000
      -48 0.000024000
      -42 0.000010000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000010000
      132 0.000016000
      138 0.000048000
      144 0.000190000
      150 0.000652000
      156 0.002592000
      162 0.011348000
      168 0.044424000
      174 0.131366000
