#ARG78-6  Hist_00818
    -180 0.037260000
    -174 0.035578000
    -168 0.032702000
    -162 0.028434000
    -156 0.024364000
    -150 0.020308000
    -144 0.017184000
    -138 0.014674000
    -132 0.013408000
    -126 0.013798000
    -120 0.016130000
    -114 0.020318000
    -108 0.027160000
    -102 0.036532000
     -96 0.046362000
     -90 0.054398000
     -84 0.055872000
     -78 0.047086000
     -72 0.033440000
     -66 0.019060000
     -60 0.008774000
     -54 0.003510000
     -48 0.001162000
     -42 0.000358000
     -36 0.000090000
     -30 0.000018000
     -24 0.000006000
     -18 0.000004000
     -12 0.000004000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000002000
      18 0.000000000
      24 0.000012000
      30 0.000036000
      36 0.000170000
      42 0.000694000
      48 0.002126000
      54 0.005584000
      60 0.010516000
      66 0.016674000
      72 0.021932000
      78 0.024434000
      84 0.024602000
      90 0.022182000
      96 0.019068000
     102 0.016416000
     108 0.013014000
     114 0.010738000
     120 0.009482000
     126 0.009142000
     132 0.009962000
     138 0.011904000
     144 0.015694000
     150 0.019730000
     156 0.025470000
     162 0.030358000
     168 0.034560000
     174 0.037504000
