#GLN28-0  Hist_00282
    -180 0.000000000
    -174 0.000000000
    -168 0.000000000
    -162 0.000002000
    -156 0.000020000
    -150 0.000190000
    -144 0.000762000
    -138 0.002744000
    -132 0.007588000
    -126 0.017504000
    -120 0.033274000
    -114 0.056534000
    -108 0.086964000
    -102 0.122918000
     -96 0.155058000
     -90 0.168488000
     -84 0.151164000
     -78 0.108602000
     -72 0.057996000
     -66 0.022666000
     -60 0.006132000
     -54 0.001232000
     -48 0.000148000
     -42 0.000014000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
