#LEU107-0  Hist_01110
     -180 0.000000000
     -174 0.000000000
     -168 0.000040000
     -162 0.000546000
     -156 0.003234000
     -150 0.012082000
     -144 0.031332000
     -138 0.059334000
     -132 0.088888000
     -126 0.110342000
     -120 0.122632000
     -114 0.125002000
     -108 0.117846000
     -102 0.104942000
      -96 0.085494000
      -90 0.063910000
      -84 0.041256000
      -78 0.021576000
      -72 0.008464000
      -66 0.002476000
      -60 0.000516000
      -54 0.000076000
      -48 0.000012000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
