#LEU153-0  Hist_01598
     -180 0.000000000
     -174 0.000000000
     -168 0.000000000
     -162 0.000000000
     -156 0.000000000
     -150 0.000000000
     -144 0.000010000
     -138 0.000038000
     -132 0.000188000
     -126 0.000482000
     -120 0.001428000
     -114 0.004140000
     -108 0.011124000
     -102 0.027710000
      -96 0.063702000
      -90 0.124932000
      -84 0.195644000
      -78 0.227646000
      -72 0.187532000
      -66 0.104590000
      -60 0.038784000
      -54 0.010020000
      -48 0.001782000
      -42 0.000216000
      -36 0.000028000
      -30 0.000004000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000000000
      138 0.000000000
      144 0.000000000
      150 0.000000000
      156 0.000000000
      162 0.000000000
      168 0.000000000
      174 0.000000000
