#PHE19-4  Hist_00190
    -180 0.000790000
    -174 0.000382000
    -168 0.000160000
    -162 0.000062000
    -156 0.000032000
    -150 0.000010000
    -144 0.000008000
    -138 0.000012000
    -132 0.000002000
    -126 0.000002000
    -120 0.000006000
    -114 0.000008000
    -108 0.000014000
    -102 0.000062000
     -96 0.000180000
     -90 0.000428000
     -84 0.001040000
     -78 0.002178000
     -72 0.004116000
     -66 0.006176000
     -60 0.007936000
     -54 0.008620000
     -48 0.007416000
     -42 0.005672000
     -36 0.003784000
     -30 0.002346000
     -24 0.001384000
     -18 0.000786000
     -12 0.000416000
      -6 0.000214000
       0 0.000128000
       6 0.000192000
      12 0.000536000
      18 0.001660000
      24 0.004254000
      30 0.008754000
      36 0.015958000
      42 0.025954000
      48 0.040676000
      54 0.064618000
      60 0.096236000
      66 0.125910000
      72 0.135488000
      78 0.119640000
      84 0.085946000
      90 0.050392000
      96 0.025414000
     102 0.013886000
     108 0.011710000
     114 0.013588000
     120 0.015686000
     126 0.017318000
     132 0.017306000
     138 0.015792000
     144 0.013066000
     150 0.009586000
     156 0.006930000
     162 0.004750000
     168 0.002822000
     174 0.001562000
