#LEU67-3  Hist_00686
    -180 0.010472000
    -174 0.009134000
    -168 0.007048000
    -162 0.004708000
    -156 0.002558000
    -150 0.001366000
    -144 0.000756000
    -138 0.000456000
    -132 0.000332000
    -126 0.000454000
    -120 0.000706000
    -114 0.001250000
    -108 0.002558000
    -102 0.004866000
     -96 0.011344000
     -90 0.029880000
     -84 0.075750000
     -78 0.145512000
     -72 0.200976000
     -66 0.190136000
     -60 0.134978000
     -54 0.080196000
     -48 0.042400000
     -42 0.018750000
     -36 0.006316000
     -30 0.001548000
     -24 0.000246000
     -18 0.000048000
     -12 0.000004000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000002000
     138 0.000002000
     144 0.000014000
     150 0.000076000
     156 0.000450000
     162 0.001484000
     168 0.004646000
     174 0.008578000
