#LEU82-3  Hist_00856
    -180 0.104744209
    -174 0.052704105
    -168 0.024382049
    -162 0.010754022
    -156 0.005164010
    -150 0.002970006
    -144 0.001836004
    -138 0.001428003
    -132 0.000984002
    -126 0.000866002
    -120 0.000684001
    -114 0.000588001
    -108 0.000560001
    -102 0.000588001
     -96 0.000538001
     -90 0.000506001
     -84 0.000592001
     -78 0.000616001
     -72 0.000560001
     -66 0.000604001
     -60 0.000512001
     -54 0.000382001
     -48 0.000228000
     -42 0.000100000
     -36 0.000026000
     -30 0.000014000
     -24 0.000002000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000002000
      60 0.000006000
      66 0.000014000
      72 0.000024000
      78 0.000030000
      84 0.000024000
      90 0.000004000
      96 0.000004000
     102 0.000002000
     108 0.000002000
     114 0.000002000
     120 0.000008000
     126 0.000072000
     132 0.000286001
     138 0.001924004
     144 0.010242020
     150 0.041014082
     156 0.114988230
     162 0.204232408
     168 0.234862470
     174 0.179322359
