#PHE19-3  Hist_00188
    -180 0.102840000
    -174 0.050870000
    -168 0.019720000
    -162 0.006684000
    -156 0.001894000
    -150 0.000536000
    -144 0.000128000
    -138 0.000030000
    -132 0.000012000
    -126 0.000006000
    -120 0.000002000
    -114 0.000008000
    -108 0.000030000
    -102 0.000138000
     -96 0.000594000
     -90 0.002074000
     -84 0.006242000
     -78 0.015318000
     -72 0.028536000
     -66 0.041728000
     -60 0.043942000
     -54 0.031854000
     -48 0.016120000
     -42 0.005980000
     -36 0.001716000
     -30 0.000382000
     -24 0.000070000
     -18 0.000006000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000006000
      72 0.000008000
      78 0.000024000
      84 0.000058000
      90 0.000048000
      96 0.000080000
     102 0.000086000
     108 0.000198000
     114 0.000282000
     120 0.000610000
     126 0.001712000
     132 0.005454000
     138 0.014356000
     144 0.031060000
     150 0.057834000
     156 0.090174000
     162 0.125554000
     168 0.150372000
     174 0.144624000
