#LEU67-4  Hist_00688
    -180 0.105390000
    -174 0.049644000
    -168 0.020064000
    -162 0.007908000
    -156 0.003234000
    -150 0.001230000
    -144 0.000424000
    -138 0.000164000
    -132 0.000076000
    -126 0.000030000
    -120 0.000006000
    -114 0.000006000
    -108 0.000008000
    -102 0.000006000
     -96 0.000016000
     -90 0.000030000
     -84 0.000050000
     -78 0.000034000
     -72 0.000050000
     -66 0.000070000
     -60 0.000080000
     -54 0.000068000
     -48 0.000032000
     -42 0.000004000
     -36 0.000000000
     -30 0.000000000
     -24 0.000000000
     -18 0.000000000
     -12 0.000000000
      -6 0.000002000
       0 0.000004000
       6 0.000002000
      12 0.000022000
      18 0.000074000
      24 0.000220000
      30 0.000618000
      36 0.001372000
      42 0.003250000
      48 0.006500000
      54 0.011336000
      60 0.015050000
      66 0.015722000
      72 0.013846000
      78 0.010882000
      84 0.007510000
      90 0.004366000
      96 0.001944000
     102 0.000804000
     108 0.000402000
     114 0.000220000
     120 0.000242000
     126 0.000358000
     132 0.000622000
     138 0.001776000
     144 0.008138000
     150 0.034552000
     156 0.099880000
     162 0.181438000
     168 0.214188000
     174 0.176036000
