#LEU115-3  Hist_01200
     -180 0.061730000
     -174 0.056458000
     -168 0.038346000
     -162 0.020590000
     -156 0.009870000
     -150 0.004362000
     -144 0.002128000
     -138 0.001182000
     -132 0.000900000
     -126 0.000898000
     -120 0.001238000
     -114 0.002194000
     -108 0.005236000
     -102 0.013276000
      -96 0.028116000
      -90 0.046144000
      -84 0.060558000
      -78 0.073416000
      -72 0.094770000
      -66 0.119638000
      -60 0.123710000
      -54 0.091398000
      -48 0.046344000
      -42 0.016894000
      -36 0.004498000
      -30 0.000908000
      -24 0.000188000
      -18 0.000030000
      -12 0.000008000
       -6 0.000004000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000002000
       54 0.000006000
       60 0.000008000
       66 0.000018000
       72 0.000040000
       78 0.000018000
       84 0.000024000
       90 0.000022000
       96 0.000002000
      102 0.000002000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000002000
      138 0.000014000
      144 0.000040000
      150 0.000226000
      156 0.001470000
      162 0.006448000
      168 0.020988000
      174 0.045638000
