#LYS40-0  Hist_00402
    -180 0.000002000
    -174 0.000006000
    -168 0.000032000
    -162 0.000076000
    -156 0.000292000
    -150 0.000772000
    -144 0.001734000
    -138 0.003134000
    -132 0.004442000
    -126 0.006062000
    -120 0.007536000
    -114 0.010124000
    -108 0.015672000
    -102 0.028982000
     -96 0.055068000
     -90 0.101694000
     -84 0.161278000
     -78 0.202748000
     -72 0.191334000
     -66 0.125764000
     -60 0.059018000
     -54 0.018922000
     -48 0.004328000
     -42 0.000842000
     -36 0.000116000
     -30 0.000020000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000000000
      24 0.000000000
      30 0.000000000
      36 0.000000000
      42 0.000000000
      48 0.000000000
      54 0.000000000
      60 0.000000000
      66 0.000000000
      72 0.000000000
      78 0.000000000
      84 0.000000000
      90 0.000000000
      96 0.000000000
     102 0.000000000
     108 0.000000000
     114 0.000000000
     120 0.000000000
     126 0.000000000
     132 0.000000000
     138 0.000000000
     144 0.000000000
     150 0.000000000
     156 0.000000000
     162 0.000000000
     168 0.000000000
     174 0.000000000
