#TYR133-5  Hist_01390
     -180 0.112740000
     -174 0.167468000
     -168 0.196256000
     -162 0.180246000
     -156 0.127400000
     -150 0.071298000
     -144 0.031314000
     -138 0.011054000
     -132 0.003322000
     -126 0.000872000
     -120 0.000188000
     -114 0.000038000
     -108 0.000006000
     -102 0.000004000
      -96 0.000000000
      -90 0.000000000
      -84 0.000000000
      -78 0.000000000
      -72 0.000000000
      -66 0.000000000
      -60 0.000000000
      -54 0.000000000
      -48 0.000000000
      -42 0.000000000
      -36 0.000000000
      -30 0.000000000
      -24 0.000000000
      -18 0.000000000
      -12 0.000000000
       -6 0.000000000
        0 0.000000000
        6 0.000000000
       12 0.000000000
       18 0.000000000
       24 0.000000000
       30 0.000000000
       36 0.000000000
       42 0.000000000
       48 0.000000000
       54 0.000000000
       60 0.000000000
       66 0.000000000
       72 0.000000000
       78 0.000000000
       84 0.000000000
       90 0.000000000
       96 0.000000000
      102 0.000000000
      108 0.000000000
      114 0.000000000
      120 0.000000000
      126 0.000000000
      132 0.000008000
      138 0.000026000
      144 0.000122000
      150 0.000610000
      156 0.002604000
      162 0.008842000
      168 0.025708000
      174 0.059874000
