#PHE86-4  Hist_00894
    -180 0.000002000
    -174 0.000004000
    -168 0.000006000
    -162 0.000010000
    -156 0.000012000
    -150 0.000032000
    -144 0.000102000
    -138 0.000356000
    -132 0.001078000
    -126 0.003968000
    -120 0.013112000
    -114 0.035832000
    -108 0.084578000
    -102 0.155992000
     -96 0.208640000
     -90 0.196060000
     -84 0.119152000
     -78 0.046298000
     -72 0.012180000
     -66 0.002402000
     -60 0.000494000
     -54 0.000142000
     -48 0.000084000
     -42 0.000030000
     -36 0.000004000
     -30 0.000002000
     -24 0.000004000
     -18 0.000002000
     -12 0.000000000
      -6 0.000000000
       0 0.000002000
       6 0.000004000
      12 0.000000000
      18 0.000002000
      24 0.000008000
      30 0.000008000
      36 0.000012000
      42 0.000078000
      48 0.000254000
      54 0.000786000
      60 0.002382000
      66 0.006292000
      72 0.013218000
      78 0.021304000
      84 0.024816000
      90 0.022070000
      96 0.014412000
     102 0.007654000
     108 0.003408000
     114 0.001338000
     120 0.000682000
     126 0.000324000
     132 0.000202000
     138 0.000084000
     144 0.000040000
     150 0.000024000
     156 0.000014000
     162 0.000000000
     168 0.000002000
     174 0.000002000
