#ARG36-6  Hist_00374
    -180 0.023672000
    -174 0.023226000
    -168 0.021454000
    -162 0.018658000
    -156 0.015676000
    -150 0.012418000
    -144 0.010168000
    -138 0.009128000
    -132 0.010046000
    -126 0.013236000
    -120 0.020738000
    -114 0.034352000
    -108 0.051502000
    -102 0.069448000
     -96 0.081068000
     -90 0.077032000
     -84 0.060770000
     -78 0.037978000
     -72 0.019316000
     -66 0.008010000
     -60 0.002944000
     -54 0.000898000
     -48 0.000264000
     -42 0.000074000
     -36 0.000010000
     -30 0.000002000
     -24 0.000002000
     -18 0.000000000
     -12 0.000000000
      -6 0.000000000
       0 0.000000000
       6 0.000000000
      12 0.000000000
      18 0.000002000
      24 0.000006000
      30 0.000034000
      36 0.000088000
      42 0.000492000
      48 0.001738000
      54 0.004380000
      60 0.009120000
      66 0.015220000
      72 0.019664000
      78 0.021944000
      84 0.022904000
      90 0.025044000
      96 0.026510000
     102 0.025896000
     108 0.023256000
     114 0.018936000
     120 0.015676000
     126 0.013688000
     132 0.012576000
     138 0.012582000
     144 0.013206000
     150 0.015062000
     156 0.016886000
     162 0.018792000
     168 0.021324000
     174 0.022884000
